gene_names	gene_types	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8
ENSG00000092853	non_hk_gene	2102	1862	2241	2079	1912	1843	2964	2357
ENSG00000134698	hk_gene	193	184	135	173	91	130	236	238
ENSG00000092847	hk_gene	1546	1300	1170	1527	1142	1198	1338	1173
ENSG00000126070	hk_gene	546	496	559	507	436	360	636	437
ENSG00000092850	hk_gene	19	23	29	25	6	19	3	33
ENSG00000116863	hk_gene	1502	1421	1598	1733	1108	1213	2462	2190
ENSG00000171812	hk_gene	91	41	39	64	24	32	20	45
ENSG00000054116	hk_gene	1114	957	1255	1101	859	956	1624	993
ENSG00000116871	hk_gene	857	575	655	643	376	475	536	555
ENSG00000054118	hk_gene	12470	9495	11336	16028	11040	10543	16736	14927
ENSG00000214193	non_hk_gene	70	50	62	84	56	56	109	65
ENSG00000142694	hk_gene	46	32	21	52	12	21	6	11
ENSG00000116883	hk_gene	31	13	28	36	19	26	27	19
ENSG00000196182	non_hk_gene	250	227	304	301	264	310	355	296
ENSG00000181817	hk_gene	986	914	1201	1135	859	848	1261	1194
ENSG00000116885	non_hk_gene	88	111	165	178	142	159	304	168
ENSG00000116898	hk_gene	9165	8278	11527	11693	11259	9586	15079	13210
ENSG00000119535	hk_gene	1	1	2	0	0	1	3	2
ENSG00000163873	hk_gene	74	54	88	49	29	25	12	12
ENSG00000163874	hk_gene	123	92	77	121	50	78	97	101
ENSG00000163875	hk_gene	2020	1769	2599	2439	2148	1911	2599	2397
ENSG00000163877	hk_gene	262	230	250	245	195	222	259	227
ENSG00000163879	hk_gene	972	1107	1584	1352	1259	1098	1147	1284
ENSG00000134697	hk_gene	3276	3719	3808	5079	3496	3557	4731	4649
ENSG00000169218	hk_gene	26	15	11	9	7	6	19	10
ENSG00000116922	hk_gene	1767	2306	2263	2091	1493	1532	2425	2187
ENSG00000134690	non_hk_gene	2298	2493	3581	3514	3047	2798	3753	3818
ENSG00000183317	non_hk_gene	6	8	7	16	15	16	10	14
ENSG00000185090	non_hk_gene	31	35	59	39	41	52	40	28
ENSG00000196449	hk_gene	396	279	291	256	298	248	373	261
ENSG00000197982	hk_gene	689	505	719	544	508	468	1093	608
ENSG00000188786	hk_gene	342	293	452	419	370	320	428	315
ENSG00000204084	non_hk_gene	584	559	619	711	551	555	701	689
ENSG00000183431	hk_gene	9517	8693	11723	13230	11859	10378	14195	13968
ENSG00000183386	hk_gene	379	404	533	731	574	518	465	415
ENSG00000183520	hk_gene	5456	4270	5391	7400	5544	4967	6725	7171
ENSG00000185668	hk_gene	416	204	491	285	338	354	241	399
ENSG00000116954	hk_gene	737	581	725	756	762	657	833	603
ENSG00000214114	hk_gene	1915	1734	2023	2760	2115	1744	2380	2601
ENSG00000158315	hk_gene	61	84	83	46	30	31	10	23
ENSG00000174574	hk_gene	8517	7874	7713	7492	6783	6388	6642	5339
ENSG00000168653	hk_gene	37700	32613	37531	33497	22498	21653	39478	40735
ENSG00000127603	hk_gene	3858	2877	2743	3112	2276	2346	2763	2335
ENSG00000255103	hk_gene	41	43	38	18	33	38	20	28
ENSG00000183682	hk_gene	5	0	0	1	2	0	0	0
ENSG00000090621	hk_gene	3665	2647	3913	2766	3036	2811	3345	2425
ENSG00000163909	hk_gene	91	133	104	107	65	82	43	51
ENSG00000116983	hk_gene	57	23	30	53	28	48	4	27
ENSG00000084072	hk_gene	3455	2655	3803	3735	2769	2560	3757	3876
ENSG00000116985	hk_gene	37	13	6	18	6	15	9	5
ENSG00000198754	hk_gene	2	3	8	3	3	1	0	0
ENSG00000043514	hk_gene	1051	992	1447	1550	1310	1214	1282	1496
ENSG00000116990	hk_gene	305	217	243	362	253	281	178	306
ENSG00000168389	hk_gene	644	668	790	879	720	815	390	915
ENSG00000131236	hk_gene	11599	10909	13221	17991	12994	13034	15575	17908
ENSG00000131238	hk_gene	9909	8735	11070	13280	9916	8670	12348	11967
ENSG00000117000	non_hk_gene	999	589	545	819	711	641	1167	973
ENSG00000084073	hk_gene	2620	2317	2512	3655	2779	2351	5278	4096
ENSG00000049089	non_hk_gene	18	5	15	13	11	9	8	23
ENSG00000084070	hk_gene	118	92	112	81	117	90	134	59
ENSG00000187801	non_hk_gene	57	53	64	100	83	44	155	111
ENSG00000187815	hk_gene	88	59	56	50	80	35	74	45
ENSG00000164002	hk_gene	234	202	249	248	180	171	247	313
ENSG00000117010	hk_gene	236	234	212	363	167	238	245	321
ENSG00000117016	hk_gene	259	178	211	226	119	274	227	349
ENSG00000066136	hk_gene	1221	1044	1468	1318	1321	1088	1712	1699
ENSG00000117013	hk_gene	50	39	38	34	35	36	23	27
ENSG00000179862	non_hk_gene	68	29	54	31	36	37	40	37
ENSG00000171793	hk_gene	4304	4230	5110	4489	4539	3814	5427	4687
ENSG00000171790	non_hk_gene	1	4	0	3	3	3	3	3
ENSG00000010803	non_hk_gene	271	366	357	352	257	289	511	500
ENSG00000204060	hk_gene	14	3	6	13	6	7	2	7
ENSG00000127129	hk_gene	2	4	0	4	2	0	0	0
ENSG00000127124	non_hk_gene	3	1	1	4	9	8	5	2
ENSG00000198815	hk_gene	988	931	895	991	832	738	778	884
ENSG00000177181	non_hk_gene	228	82	105	161	203	148	151	116
ENSG00000066185	hk_gene	7	0	5	21	7	5	3	4
ENSG00000127125	hk_gene	1953	1701	1977	1988	1573	1381	1530	1341
ENSG00000186409	non_hk_gene	11	27	23	29	30	31	26	30
ENSG00000171960	hk_gene	1352	1120	1529	1483	1637	1251	1889	1513
ENSG00000065978	hk_gene	9070	5254	6861	7247	5707	5584	9175	6485
ENSG00000164007	hk_gene	195	201	170	234	142	160	167	136
ENSG00000117385	hk_gene	549	402	506	568	440	411	596	588
ENSG00000164008	hk_gene	363	230	314	213	277	258	472	321
ENSG00000177868	hk_gene	536	368	538	743	566	524	726	775
ENSG00000164010	hk_gene	78	63	128	47	73	45	98	81
ENSG00000164011	hk_gene	1721	1406	2077	1896	1560	1312	1740	1594
ENSG00000117394	hk_gene	5277	2881	4299	5280	4671	4445	4050	3857
ENSG00000186973	hk_gene	4	4	11	19	16	14	7	1
ENSG00000117395	hk_gene	8928	7902	8763	13090	9847	8782	12597	9347
ENSG00000243710	hk_gene	7	4	2	26	5	10	3	12
ENSG00000179178	hk_gene	632	536	564	442	297	301	611	347
ENSG00000253313	hk_gene	661	630	488	842	322	480	283	409
ENSG00000066056	hk_gene	107	46	64	18	30	24	18	19
ENSG00000117399	non_hk_gene	7767	7864	9586	10090	8778	7746	11960	10645
ENSG00000066322	hk_gene	265	311	391	442	249	305	440	358
ENSG00000159479	hk_gene	1104	980	1274	1177	1054	926	1644	1448
ENSG00000198198	non_hk_gene	149	115	124	114	123	93	184	125
ENSG00000178922	non_hk_gene	95	68	91	68	46	73	150	84
ENSG00000142949	hk_gene	5245	3570	4108	4387	3649	3712	2511	3107
ENSG00000066135	hk_gene	1217	929	1271	1147	1022	998	1075	1025
ENSG00000126091	non_hk_gene	75	36	50	64	42	59	63	62
ENSG00000117407	hk_gene	91	69	34	67	38	31	43	35
ENSG00000117408	hk_gene	399	336	447	404	411	316	349	259
ENSG00000132768	hk_gene	1621	1611	2067	2452	1976	1655	2076	1905
ENSG00000117410	hk_gene	8023	7328	8831	9517	7193	6644	6865	6491
ENSG00000117411	non_hk_gene	636	445	709	623	598	648	749	633
ENSG00000159214	non_hk_gene	396	325	413	477	516	393	594	500
ENSG00000196517	non_hk_gene	74	78	136	70	86	97	159	77
ENSG00000171872	hk_gene	4	9	2	9	4	4	5	5
ENSG00000178028	hk_gene	1019	989	1808	1387	1495	1267	2191	1873
ENSG00000117419	hk_gene	710	560	616	558	507	555	573	510
ENSG00000187147	hk_gene	1083	1098	1634	1078	1892	1670	1155	1207
ENSG00000126106	non_hk_gene	497	458	541	684	521	517	771	661
ENSG00000198520	hk_gene	9	7	16	10	3	2	23	9
ENSG00000142945	hk_gene	2239	2005	2523	2546	2004	2150	2657	2799
ENSG00000142937	hk_gene	51770	45433	44323	57030	43061	41781	55454	54245
ENSG00000142959	hk_gene	64	58	46	47	27	39	54	47
ENSG00000173846	hk_gene	111	45	87	118	32	52	95	57
ENSG00000222009	hk_gene	0	3	23	6	17	2	2	6
ENSG00000117425	hk_gene	28	11	24	24	26	27	11	13
ENSG00000070785	hk_gene	2774	2420	2565	3591	2530	2324	3476	3142
ENSG00000126107	hk_gene	428	313	350	361	225	316	370	319
ENSG00000126088	hk_gene	5877	5515	6103	8141	5784	5757	8404	8945
ENSG00000162415	non_hk_gene	30	51	78	33	43	43	49	32
ENSG00000186603	non_hk_gene	915	776	633	702	878	714	1463	795
ENSG00000132781	non_hk_gene	1555	1440	2123	1791	1821	1521	2258	1960
ENSG00000132773	non_hk_gene	889	1126	1373	1044	1179	972	2388	1764
ENSG00000070759	hk_gene	147	153	152	255	156	149	104	176
ENSG00000236624	hk_gene	67	82	100	68	68	84	22	50
ENSG00000132763	hk_gene	204	296	346	248	243	172	306	243
ENSG00000117450	hk_gene	108440	107799	124597	171770	126813	105114	137979	122168
ENSG00000117448	hk_gene	7922	7905	9762	12037	8362	8702	10541	11006
ENSG00000132780	hk_gene	20888	16522	18743	21388	17735	17138	20602	19820
ENSG00000159588	hk_gene	40	15	22	20	10	10	17	38
ENSG00000159592	hk_gene	1464	1166	1534	1897	1361	1400	1723	1720
ENSG00000159596	hk_gene	2782	2234	2474	2929	2260	2225	2456	2815
ENSG00000197429	non_hk_gene	166	134	193	135	134	160	277	227
ENSG00000086015	hk_gene	556	505	658	503	537	433	531	501
ENSG00000117461	non_hk_gene	307	299	499	405	369	268	811	565
ENSG00000085998	hk_gene	915	860	1086	706	764	564	1559	1080
ENSG00000171357	non_hk_gene	112	82	110	124	98	93	147	127
ENSG00000085999	non_hk_gene	711	746	1044	1060	942	857	1126	1080
ENSG00000132128	hk_gene	1123	1099	1642	1132	1224	1078	2417	1352
ENSG00000173660	hk_gene	31104	27480	31396	44640	30881	26637	34112	37895
ENSG00000117481	hk_gene	611	526	622	791	556	601	689	732
ENSG00000117480	non_hk_gene	47	64	90	49	50	86	187	238
ENSG00000197587	hk_gene	6	2	0	8	0	2	0	1
ENSG00000079277	hk_gene	543	456	511	743	463	505	590	528
ENSG00000142961	non_hk_gene	147	82	176	187	187	183	114	151
ENSG00000123472	hk_gene	977	740	867	743	862	774	988	748
ENSG00000159658	hk_gene	619	395	517	527	494	448	639	471
ENSG00000186118	hk_gene	0	0	3	1	1	0	8	0
ENSG00000186377	hk_gene	129	61	137	116	96	106	64	53
ENSG00000186160	hk_gene	0	0	4	0	3	0	0	0
ENSG00000162367	hk_gene	0	3	4	13	13	4	0	1
ENSG00000123473	hk_gene	861	737	874	871	754	727	887	732
ENSG00000162368	hk_gene	1055	981	952	1035	775	751	1453	1258
ENSG00000186790	hk_gene	1	1	4	0	5	1	0	2
ENSG00000186564	hk_gene	0	1	0	0	0	3	2	0
ENSG00000269113	hk_gene	31	21	38	43	17	26	25	39
ENSG00000132122	non_hk_gene	229	166	214	178	194	179	220	264
ENSG00000186094	hk_gene	1	4	2	0	5	9	0	3
ENSG00000162373	non_hk_gene	216	88	187	103	128	114	122	146
ENSG00000162374	hk_gene	90	90	63	26	41	36	1	10
ENSG00000142700	hk_gene	7	0	0	2	0	1	3	1
ENSG00000185104	hk_gene	637	411	493	520	511	502	721	537
ENSG00000123091	hk_gene	950	727	681	798	624	739	882	788
ENSG00000085831	hk_gene	115	72	97	108	53	76	81	126
ENSG00000085832	non_hk_gene	863	682	845	859	727	750	1016	1085
ENSG00000117859	hk_gene	1501	1231	1274	1570	1305	1210	1979	1800
ENSG00000078618	hk_gene	5743	4929	6294	6499	4924	5212	6335	5938
ENSG00000169213	hk_gene	3465	3121	3494	2929	2693	2566	4535	3893
ENSG00000117862	hk_gene	5265	4317	5344	6705	4902	4562	7503	6733
ENSG00000198841	hk_gene	174	183	259	239	202	179	263	206
ENSG00000134717	hk_gene	3780	3518	4005	4677	3620	3195	4230	3908
ENSG00000157077	non_hk_gene	176	96	189	180	166	176	210	194
ENSG00000154222	hk_gene	326	332	447	295	306	299	388	333
ENSG00000085840	non_hk_gene	1327	1308	1419	1727	1349	1309	1884	1744
ENSG00000134748	non_hk_gene	3269	2917	3815	3427	3523	2803	4960	4372
ENSG00000134744	hk_gene	750	621	740	763	661	627	882	706
ENSG00000116157	hk_gene	390	325	520	387	243	291	264	378
ENSG00000182183	hk_gene	1	2	1	12	6	5	0	2
ENSG00000162377	hk_gene	2147	2067	3597	3181	3043	2539	4215	3255
ENSG00000162378	non_hk_gene	508	563	529	532	488	537	786	510
ENSG00000203995	hk_gene	15	19	17	11	13	7	14	9
ENSG00000121310	non_hk_gene	54	77	103	67	65	54	114	119
ENSG00000116171	hk_gene	3271	2431	2979	3531	2607	2315	3188	3466
ENSG00000174348	hk_gene	1	0	3	4	1	2	2	3
ENSG00000157184	hk_gene	576	528	454	445	340	382	536	522
ENSG00000162384	hk_gene	1135	1022	1339	1399	1392	1260	1764	1714
ENSG00000162385	hk_gene	2744	4519	6668	5406	5332	5860	3907	6453
ENSG00000157193	hk_gene	707	530	726	627	511	553	640	504
ENSG00000143006	hk_gene	0	1	1	2	3	0	0	0
ENSG00000174332	hk_gene	4	1	2	2	0	1	7	1
ENSG00000058804	hk_gene	2855	2474	2787	3074	2524	2534	3061	3125
ENSG00000058799	hk_gene	935	932	1225	1395	1182	1099	1545	1354
ENSG00000211452	hk_gene	7	18	9	12	0	7	2	7
ENSG00000081870	hk_gene	2055	1348	1631	1785	1490	1507	2009	1838
ENSG00000116212	hk_gene	2191	1881	2531	2602	2144	2130	2044	2556
ENSG00000116209	hk_gene	5691	4595	4839	5177	4031	3592	4478	4463
ENSG00000116205	hk_gene	373	328	511	535	527	430	628	533
ENSG00000212670	hk_gene	9	0	10	10	0	7	2	2
ENSG00000157211	hk_gene	0	1	0	1	0	3	4	1
ENSG00000256407	hk_gene	8	1	11	15	3	5	14	16
ENSG00000248835	non_hk_gene	92	42	51	84	109	111	75	58
ENSG00000215883	non_hk_gene	81	61	68	103	86	93	66	87
ENSG00000116221	hk_gene	5569	4624	5311	5174	5168	4668	7026	5255
ENSG00000157216	hk_gene	1576	1418	1793	1663	1396	1375	1776	1467
ENSG00000162390	hk_gene	119	91	94	78	45	65	51	73
ENSG00000162391	non_hk_gene	0	7	4	15	9	10	7	5
ENSG00000243725	hk_gene	1328	1313	1651	2211	2061	1650	2731	2631
ENSG00000162396	non_hk_gene	422	332	489	611	463	425	560	461
ENSG00000006555	hk_gene	14	23	6	8	10	5	7	2
ENSG00000162398	hk_gene	0	1	3	5	1	1	1	1
ENSG00000116133	hk_gene	12402	13315	15909	20644	14381	13464	16099	16024
ENSG00000143001	hk_gene	6	4	2	8	3	3	0	1
ENSG00000162399	hk_gene	17	6	9	16	0	6	10	4
ENSG00000169174	hk_gene	690	580	514	677	461	399	573	433
ENSG00000162402	hk_gene	617	557	547	482	464	445	593	509
ENSG00000162407	hk_gene	1212	795	768	768	639	570	874	420
ENSG00000162409	hk_gene	466	356	414	491	326	347	455	427
ENSG00000187889	non_hk_gene	22	4	5	0	5	5	5	7
ENSG00000173406	hk_gene	407	203	348	316	290	256	257	287
ENSG00000162600	hk_gene	617	414	491	527	528	430	515	322
ENSG00000184292	hk_gene	16	13	10	14	5	7	12	8
ENSG00000162601	hk_gene	773	663	475	796	522	420	614	421
ENSG00000177606	hk_gene	95	87	49	167	68	73	92	69
ENSG00000172456	hk_gene	372	288	367	507	372	321	336	337
ENSG00000134709	non_hk_gene	585	350	380	1058	864	944	1025	896
ENSG00000134716	non_hk_gene	41	63	76	91	68	45	89	104
ENSG00000162598	hk_gene	0	0	5	20	6	1	0	4
ENSG00000162599	hk_gene	43	57	34	63	33	27	20	48
ENSG00000162604	hk_gene	936	620	740	749	589	590	756	772
ENSG00000132849	hk_gene	893	509	642	670	482	539	641	537
ENSG00000240563	hk_gene	41555	33796	35178	35715	31072	30057	33687	29044
ENSG00000132854	hk_gene	10	7	7	14	2	5	32	16
ENSG00000162607	non_hk_gene	3002	2143	2686	1836	2201	1986	4066	2632
ENSG00000116641	non_hk_gene	353	213	299	326	349	302	439	319
ENSG00000125703	hk_gene	1555	1155	1429	1732	1372	1206	1458	1475
ENSG00000187140	hk_gene	284	158	248	149	166	123	133	113
ENSG00000088035	hk_gene	1861	1489	2227	2212	1736	1440	2170	1994
ENSG00000142856	hk_gene	2262	1751	2195	2659	2060	1880	2283	2053
ENSG00000203965	hk_gene	206	143	182	232	162	136	134	176
ENSG00000116652	hk_gene	0	4	6	7	3	1	4	3
ENSG00000079739	hk_gene	1533	840	562	1191	683	804	827	613
ENSG00000185483	hk_gene	3914	3211	3590	2914	2826	2632	3009	2577
ENSG00000158966	hk_gene	926	726	797	877	848	801	760	595
ENSG00000162437	hk_gene	484	352	489	389	352	335	349	406
ENSG00000162434	hk_gene	252	169	174	204	145	168	196	152
ENSG00000162433	hk_gene	4104	3112	2983	3264	4103	3580	3681	3866
ENSG00000116675	hk_gene	66	39	41	40	31	40	33	37
ENSG00000116678	hk_gene	61	46	46	49	28	31	71	44
ENSG00000213625	hk_gene	603	411	433	554	424	419	519	408
ENSG00000184588	hk_gene	565	505	520	733	617	611	117	413
ENSG00000118473	non_hk_gene	18	3	4	15	11	19	11	5
ENSG00000152760	hk_gene	40	34	52	24	16	22	18	49
ENSG00000152763	non_hk_gene	21	11	34	31	20	24	38	20
ENSG00000198160	hk_gene	1594	1083	1312	1370	1539	1286	1450	1271
ENSG00000116704	non_hk_gene	103	100	143	73	101	95	202	112
ENSG00000162594	hk_gene	0	4	0	0	6	0	0	0
ENSG00000081985	hk_gene	75	47	83	36	42	45	30	61
ENSG00000142864	hk_gene	19375	13022	14865	14945	15051	12947	18446	15027
ENSG00000116717	non_hk_gene	273	190	305	228	237	205	285	231
ENSG00000172380	hk_gene	1237	989	1130	1243	857	866	912	1038
ENSG00000162595	hk_gene	0	1	1	6	1	0	1	0
ENSG00000116729	non_hk_gene	26	16	14	33	40	31	9	25
ENSG00000024526	hk_gene	1478	1154	1222	1561	956	989	1545	1452
ENSG00000033122	non_hk_gene	6	15	10	8	16	23	6	7
ENSG00000066557	hk_gene	1803	1399	1350	2030	1436	1316	1907	2079
ENSG00000116754	hk_gene	11467	8471	12194	9606	9280	8060	14042	9988
ENSG00000118454	hk_gene	686	691	651	901	540	563	968	780
ENSG00000197568	hk_gene	950	760	1113	1262	829	921	708	533
ENSG00000116761	hk_gene	750	601	669	923	592	715	585	923
ENSG00000050628	non_hk_gene	1	2	1	11	8	14	3	6
ENSG00000132485	hk_gene	5993	4540	6023	7020	5435	5226	7856	7974
ENSG00000172260	non_hk_gene	80	45	125	50	76	65	89	118
ENSG00000162620	hk_gene	37	39	39	56	17	14	128	76
ENSG00000254685	hk_gene	51	54	64	58	73	65	93	64
ENSG00000259030	hk_gene	0	0	3	2	0	0	0	1
ENSG00000116791	hk_gene	2157	1983	2374	4034	2862	2480	2723	2680
ENSG00000162623	hk_gene	2753	2272	2449	2479	2625	1915	3437	2549
ENSG00000162624	hk_gene	16	11	5	15	6	1	2	11
ENSG00000137968	hk_gene	73	24	38	17	25	7	9	25
ENSG00000117054	non_hk_gene	2791	2192	2749	3171	2389	2375	3550	3345
ENSG00000137955	hk_gene	1920	1251	1298	1195	1078	1114	1609	1255
ENSG00000057468	hk_gene	0	0	0	4	0	0	2	0
ENSG00000184005	hk_gene	840	656	954	767	854	679	880	764
ENSG00000117069	non_hk_gene	105	36	80	39	34	58	212	120
ENSG00000142892	hk_gene	1037	788	989	1085	946	748	1159	1116
ENSG00000154027	non_hk_gene	50	55	36	77	75	49	84	58
ENSG00000036549	hk_gene	1277	1090	1147	1172	1086	869	1364	1083
ENSG00000077254	hk_gene	2021	1682	1936	2414	1820	1702	2440	2268
ENSG00000180488	hk_gene	140	203	239	252	116	147	321	192
ENSG00000162614	non_hk_gene	462	367	469	313	394	332	574	558
ENSG00000162613	hk_gene	4270	3436	4730	4478	3089	2969	5164	4087
ENSG00000162616	non_hk_gene	627	363	660	635	494	414	732	615
ENSG00000137960	non_hk_gene	41	21	50	12	22	29	33	43
ENSG00000122420	hk_gene	1	7	4	3	0	0	5	3
ENSG00000162618	hk_gene	26	10	14	11	6	16	22	10
ENSG00000117114	hk_gene	1471	993	1138	1623	1302	1253	1666	1159
ENSG00000137941	hk_gene	186	145	219	176	184	179	157	134
ENSG00000142875	non_hk_gene	720	563	689	566	667	651	802	776
ENSG00000203943	hk_gene	26	18	32	33	12	26	32	34
ENSG00000117133	hk_gene	3113	3034	3665	4045	3232	3223	3731	3996
ENSG00000174021	non_hk_gene	9212	7279	10530	10594	8921	8051	12102	11161
ENSG00000117151	hk_gene	144	95	72	75	62	41	77	101
ENSG00000117155	hk_gene	1219	908	891	941	756	666	1023	939
ENSG00000171517	hk_gene	492	281	361	371	349	290	193	252
ENSG00000153898	hk_gene	86	45	54	45	24	31	27	53
ENSG00000162643	non_hk_gene	0	0	10	18	16	8	10	21
ENSG00000055732	hk_gene	68	37	63	86	58	80	25	21
ENSG00000097096	hk_gene	114	125	98	92	63	83	125	59
ENSG00000162642	hk_gene	1391	1247	1284	1761	1378	1163	1715	1680
ENSG00000142867	hk_gene	611	454	608	520	492	439	531	543
ENSG00000153904	hk_gene	425	313	488	454	361	344	255	250
ENSG00000142871	hk_gene	1158	1169	912	3560	1558	1349	1144	840
ENSG00000117174	non_hk_gene	726	517	767	813	808	768	846	741
ENSG00000171502	hk_gene	15	12	11	26	17	10	1	1
ENSG00000122417	hk_gene	883	568	618	936	555	612	907	951
ENSG00000097033	hk_gene	1170	935	1286	1093	916	773	1416	977
ENSG00000183291	hk_gene	6284	4939	5854	8080	5665	5206	6675	7021
ENSG00000153936	hk_gene	648	524	575	557	570	493	720	484
ENSG00000143013	hk_gene	4227	4160	3423	4525	2851	2277	3831	3961
ENSG00000065243	hk_gene	1269	903	1197	1242	1055	943	1348	1298
ENSG00000137947	hk_gene	739	669	901	847	753	673	985	788
ENSG00000137944	non_hk_gene	440	343	393	345	423	387	462	420
ENSG00000213516	hk_gene	1254	1101	1317	1194	1107	993	1135	1074
ENSG00000162654	hk_gene	6	0	0	1	0	0	0	2
ENSG00000183347	hk_gene	2	0	0	1	1	6	0	0
ENSG00000197147	non_hk_gene	1090	746	880	770	775	792	1059	894
ENSG00000171488	hk_gene	73	20	27	61	38	75	22	30
ENSG00000171492	non_hk_gene	836	731	868	798	828	733	890	999
ENSG00000162664	hk_gene	2437	1564	3050	2294	2725	2248	3342	2623
ENSG00000143032	hk_gene	1	0	4	0	0	0	0	1
ENSG00000122482	hk_gene	2511	2007	2188	1837	1672	1541	2840	2244
ENSG00000162669	non_hk_gene	28	34	45	56	74	23	89	75
ENSG00000097046	hk_gene	2052	1574	2034	2082	1624	1482	2151	2362
ENSG00000069702	hk_gene	149	112	156	76	96	122	67	87
ENSG00000137948	hk_gene	0	0	1	4	1	1	0	1
ENSG00000172031	hk_gene	45	34	26	39	22	11	22	13
ENSG00000189195	non_hk_gene	9	14	8	21	13	23	31	32
ENSG00000069712	hk_gene	24	15	19	20	15	11	15	26
ENSG00000174842	hk_gene	2077	1648	2359	2138	1873	1634	2884	1880
ENSG00000122484	hk_gene	1228	1159	1289	1080	972	952	1639	1151
ENSG00000162676	hk_gene	0	0	5	0	1	5	0	10
ENSG00000067208	non_hk_gene	228	112	154	137	185	161	151	132
ENSG00000122406	hk_gene	56995	59869	66731	75758	59662	56673	72439	71136
ENSG00000154511	hk_gene	268	180	145	272	152	122	133	253
ENSG00000143033	hk_gene	5555	4749	5204	5462	4812	4513	5316	5503
ENSG00000117500	hk_gene	1312	1183	1408	1885	1352	1175	1746	1611
ENSG00000122483	hk_gene	1342	875	1273	1290	1205	1040	1511	1099
ENSG00000117505	hk_gene	1993	1168	1484	1448	1051	1128	2309	1478
ENSG00000137942	hk_gene	1875	1760	1963	1781	1599	1450	2104	1860
ENSG00000137936	hk_gene	68	67	72	41	16	22	66	91
ENSG00000067334	hk_gene	6764	5973	7040	7996	6821	6140	9267	7866
ENSG00000023909	hk_gene	652	685	854	540	465	505	1085	606
ENSG00000198691	hk_gene	13	1	4	4	0	0	1	9
ENSG00000137962	hk_gene	67	29	36	44	41	24	15	34
ENSG00000117528	hk_gene	963	914	1184	1211	949	960	1172	1065
ENSG00000117525	non_hk_gene	44	33	34	104	49	69	76	71
ENSG00000143036	hk_gene	40	19	36	64	18	44	46	66
ENSG00000117519	non_hk_gene	6608	7010	9187	8989	9672	7542	12029	11026
ENSG00000172339	non_hk_gene	310	286	278	314	351	236	458	362
ENSG00000152078	non_hk_gene	61	49	53	69	54	77	64	58
ENSG00000271092	hk_gene	0	3	0	3	1	0	0	0
ENSG00000122481	hk_gene	780	536	793	953	754	721	937	1025
ENSG00000117569	non_hk_gene	1369	1122	1490	1775	1473	1417	2216	2488
ENSG00000188641	hk_gene	5	9	4	13	1	8	1	5
ENSG00000162627	hk_gene	1216	892	983	1143	756	762	1606	1306
ENSG00000117598	non_hk_gene	106	86	88	69	66	68	85	84
ENSG00000117600	hk_gene	62	33	15	22	28	12	24	21
ENSG00000099260	hk_gene	0	4	0	6	0	8	0	0
ENSG00000156869	hk_gene	13	6	8	12	3	3	6	11
ENSG00000162688	hk_gene	668	441	544	529	432	510	660	524
ENSG00000117620	hk_gene	717	396	509	636	435	447	713	627
ENSG00000156875	hk_gene	1495	1262	1560	1640	1456	1373	2005	1533
ENSG00000156876	non_hk_gene	707	449	591	580	514	520	745	548
ENSG00000122435	non_hk_gene	349	349	415	408	470	314	473	358
ENSG00000122477	hk_gene	1	1	0	4	0	2	5	4
ENSG00000137992	hk_gene	1205	913	944	1124	815	959	1000	819
ENSG00000137996	hk_gene	1446	1368	1638	1438	1504	1263	1820	1589
ENSG00000079335	hk_gene	356	236	305	345	256	226	251	289
ENSG00000162692	non_hk_gene	0	0	1	2	0	3	7	6
ENSG00000162694	hk_gene	3580	2599	2940	3068	2257	2207	2810	3143
ENSG00000162695	hk_gene	765	784	950	822	684	639	957	973
ENSG00000117543	hk_gene	2483	1698	2548	2666	2423	1950	2942	2466
ENSG00000269175	hk_gene	8	58	59	2	2	6	8	20
ENSG00000170989	hk_gene	36	32	41	49	25	24	12	27
ENSG00000118733	hk_gene	89	59	75	69	47	68	14	21
ENSG00000060718	hk_gene	314	232	216	284	174	184	178	192
ENSG00000185946	non_hk_gene	414	302	451	482	382	333	634	523
ENSG00000240038	non_hk_gene	24	29	36	35	44	46	36	38
ENSG00000198890	non_hk_gene	1699	1329	2032	1212	1705	1373	2753	1760
